emotion,sentiment,textual_sentiment_predicted,textual_sentiment_score,transcription_ground_truth,transcription_ASR,WER,file_path
anger,negative,positive,0.8692318201065063,Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world!,"Why? To celebrate your relationship, to solidify your commitment, to declare your love for one another to the world?",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia478_utt10.wav
neutral,neutral,positive,0.704575777053833,Eh,Yes!,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia478_utt11.wav
sadness,negative,positive,0.8931690454483032,Okay well thats good to know.,"Okay, well that's good to know.",0.16666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia478_utt12.wav
joy,positive,neutral,0.7440362572669983,The Mr. Bowmonts here!!!,discipline art here.,0.75,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia478_utt13.wav
joy,positive,positive,0.983798623085022,"Oh thats great, my friend Joeys in the movie business.","That's great, my friend Joyce in the movie business.",0.3,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia479_utt0.wav
neutral,neutral,neutral,0.8274050354957581,Yknow who I ran into from school? Howie.,"Mmm, you know who I ran into from school? Howie.",0.375,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia479_utt1.wav
neutral,neutral,neutral,0.8176475763320923,My friends name is Joey.,My friend's name is Joey.,0.2,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia479_utt2.wav
neutral,neutral,neutral,0.8904971480369568,Apparently Howies editing now.,"Apparently, how he's editing now.",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia479_utt3.wav
anger,negative,neutral,0.8203002214431763,"Yeah, he-he-he calls me up and asks me if he can edit my new movie.","Yeah, he calls me up and asks me if he can edit my new movie.",0.06666666666666667,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia479_utt4.wav
surprise,negative,neutral,0.6070935726165771,Can you believe that?!,Can you believe that?,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia479_utt5.wav
surprise,negative,neutral,0.8134138584136963,Yknow I-I-I havent spoken to him in like ten years and he asks me for a favor!,and he asks me for a favor.,0.5882352941176471,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia479_utt6.wav
disgust,negative,negative,0.9085114598274231,"Yeah, Ive always hated that Howie.","Yeah, I've always hated that how he...",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia479_utt7.wav
disgust,negative,negative,0.49979379773139954,"No, no ""How you doing?"" Man, I mean not even a cup of coffee first!","No, no, how you doing? Man, I mean, not even a cup of coffee first.",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia479_utt8.wav
disgust,negative,negative,0.8246530890464783,The nerve huh?,"the nerve, huh?",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia479_utt9.wav
disgust,negative,neutral,0.5797720551490784,Yeah!,Yeah.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia479_utt10.wav
neutral,neutral,positive,0.5512423515319824,Refill?,We still!,2.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia479_utt11.wav
joy,positive,neutral,0.6211004853248596,Hey! How you doing?,"Hey, how you doing?",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia480_utt0.wav
joy,positive,positive,0.9586542248725891,"Good! Good, long time no see.","Good, long time no see here!",0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia480_utt1.wav
neutral,neutral,neutral,0.69468754529953,Like your sweater.,Like sweater,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia480_utt2.wav
neutral,neutral,positive,0.5946213006973267,"Oh hey, right back at ya.","Oh, hey, right back, Ancha.",0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia480_utt3.wav
surprise,positive,neutral,0.5088526606559753,"Oh, its crazy about Rachel huh?",crazy about Rachel huh.,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia480_utt4.wav
surprise,positive,negative,0.8411818742752075,"Yeah. SheWell, shes one crazy lady?","Yeah, she's one crazy lady.",0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia480_utt5.wav
neutral,neutral,neutral,0.6421152949333191,So whose is it?,"So who is this? I don't know, I don't know, it's from Italian.",2.75,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia480_utt6.wav
neutral,neutral,neutral,0.784431517124176,"Umm, I dont some Italian guy. Come on, read your own label. See you later.","Just come out, reach your own label. See you later.",0.5333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia480_utt7.wav
neutral,neutral,neutral,0.5127142667770386,Okay.,that kidsThey still there,4.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia480_utt8.wav
surprise,negative,neutral,0.9033097624778748,You wanna fool around with Joey?,You want to fall around with Joey?,0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia481_utt0.wav
joy,positive,positive,0.8763429522514343,Yeah!,Yeah!,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia481_utt1.wav
joy,positive,negative,0.5828289985656738,"You know, ever since I had that dream about him, and can't    get it out of my head!",ever since I had that dream about him I can't get out of my head.,0.2222222222222222,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia481_utt2.wav
surprise,negative,negative,0.7740915417671204,"And what's the big deal, people do it all the time!",I don't know what's the big deal people do at all the time.,0.36363636363636365,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia481_utt3.wav
surprise,negative,neutral,0.6847519874572754,Who? Who do you know that are friends that just fool around?,Who? Who do you know that are friends that just go around?,0.08333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia481_utt4.wav
neutral,neutral,neutral,0.8710282444953918,"Ok, off the top of my head... Don and Janet.","Okay, off the top of my head. Don and Janet.",0.1,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia481_utt5.wav
neutral,neutral,neutral,0.8781614899635315,"Who, who are they?",Who are they?,0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia481_utt6.wav
neutral,neutral,neutral,0.835128664970398,I know them from work.,I know them from work.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia481_utt7.wav
surprise,negative,neutral,0.6902891397476196,Both of them?,Both of them.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia481_utt8.wav
neutral,neutral,neutral,0.6018437147140503,"No, one of them...","No, just one of them.",0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia481_utt9.wav
neutral,neutral,neutral,0.8357726335525513,Which one?,Which one?,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia481_utt10.wav
neutral,neutral,neutral,0.6471331119537354,"I don't know, what were the names I just said?","I don't know, what were the names I just said?",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia481_utt11.wav
anger,negative,negative,0.7980145215988159,"Rachel, things can get incredibly complicated.","That ritual, things could get incredibly complicated.",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia481_utt12.wav
sadness,negative,neutral,0.5491682291030884,"All right, all right, you're right","All right, all right, you're right. I won't do anything with Joey. I just want to...",1.6666666666666667,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia481_utt13.wav
surprise,negative,negative,0.9100063443183899,What the hell are you cooking!,What the hell are you cooking?,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia481_utt14.wav
surprise,negative,negative,0.6302727460861206,Oh my God! How did you get back here?!,"Oh my God, how did you get back here?",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt0.wav
surprise,negative,neutral,0.778205931186676,"Fire alarm?  Oh! Hi, officerfireman, can-can I help you?","Fire alarm? Oh, high officer fireman. Can I help you?",0.4444444444444444,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt1.wav
anger,negative,negative,0.6503944396972656,We found your fire alarm in the trash chute.,With an entire fire alarm in the trash shoe.,0.4444444444444444,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt2.wav
neutral,neutral,neutral,0.49656397104263306,Thats not mine.,That's not mine.,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt3.wav
neutral,neutral,neutral,0.6666748523712158,Yes it is.,"Yes, it is.",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt4.wav
fear,negative,neutral,0.8376076817512512,How do you know?,How do you know?,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt5.wav
disgust,negative,neutral,0.6563001871109009,"The next time you want to dump a fire alarm in a trash chute, dont wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""","This is properly a big buffet, not Monica.",0.8928571428571429,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt6.wav
anger,negative,neutral,0.8220183253288269,"Okay do youOkay, do you have a search warrant? Because the last time I checked this was still America!","Okay, so you do okay? Do you have a search warrant because the last time I checked this was still America?",0.15789473684210525,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt7.wav
neutral,neutral,negative,0.807291567325592,"Please reattach this, its against the law to disconnect them.",Please reattach this. It's against the law to disconnect them.,0.1,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt8.wav
anger,negative,neutral,0.6082680821418762,Fine!  But please God.. tell me how to stop them from going off!,"But please, God, tell me how to start this from going off.",0.23076923076923078,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt9.wav
neutral,neutral,positive,0.838883638381958,Theres a reset button under the plastic cover.,"There's a reset button. Oh, thank you. Thank you.",0.75,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt10.wav
surprise,negative,positive,0.9304543733596802,Theres a reset button?!,"Oh, there's a nice step button.",1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt11.wav
surprise,negative,positive,0.6055871248245239,My God!,Oh my god!,0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt12.wav
surprise,negative,positive,0.4688167870044708,Why didnt I see that!,"Man, I see that!",0.4,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt13.wav
neutral,neutral,neutral,0.6243069767951965,"Reset button, reset button, where is there a reset button?","Recept button, reset button. Where's our reset button? Oh, here it is! Oh!",1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt14.wav
joy,positive,negative,0.5194116830825806,Oh here it is!,"Where's our reset? Oh, here it is.",0.75,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt15.wav
surprise,positive,positive,0.6412169933319092,Oh!,Oh!,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt16.wav
joy,positive,neutral,0.4710151255130768,"Ohh, God!",C'mon!,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia482_utt17.wav
neutral,neutral,neutral,0.9082955718040466,"Four letters: ""Circle or hoop"".","four letters, circle or who?",0.2,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia483_utt0.wav
anger,negative,negative,0.3889584243297577,"Ring dammit, ring!","Damn it, ring!",0.6666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia483_utt1.wav
neutral,neutral,positive,0.7302913665771484,Thanks.,Thanks.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia483_utt2.wav
surprise,negative,negative,0.8065341711044312,"Hey, you know our phone's not working?","Hey, you know, our phones aren't working.",0.14285714285714285,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia483_utt3.wav
surprise,negative,neutral,0.6546458005905151,What?!,What?,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia483_utt4.wav
neutral,neutral,negative,0.5824319124221802,"I tried to call you from the coffee shop, and there was no answer.",I tried to call you from the coffee shop. There was no answer.,0.07142857142857142,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia483_utt5.wav
anger,negative,negative,0.7131964564323425,"I turned it off. Mother of God, I turned it off!","I turned it off. Mother of God, I turned it off.",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia483_utt6.wav
neutral,neutral,negative,0.5412420630455017,Just like you told her you did!  ... Just pointing out the irony.,Just like you told her you did. Just pointing out the irony.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia483_utt7.wav
anger,negative,neutral,0.8859114050865173,"Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?","Hey, so listen, I went across the street and talked to the door man. I got the peeper's name. Can I use the phone?",0.08695652173913043,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia483_utt8.wav
anger,negative,neutral,0.6006392240524292,Nngghhh!!!!!!!,then,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia483_utt9.wav
neutral,neutral,neutral,0.6665348410606384,"Can I use your phone?  Yeah, the number for a Sidney Marks, please.","an easier form. Yeah, the number for a Sydney Marx, please.",0.5384615384615384,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia483_utt10.wav
neutral,neutral,neutral,0.73096764087677,"""Heating device.""",Feeling the voice.,1.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia483_utt11.wav
neutral,neutral,neutral,0.8487910032272339,Radiator.,radiator.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia483_utt12.wav
neutral,neutral,neutral,0.8353905081748962,Five letters.,five letters.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia483_utt13.wav
neutral,neutral,neutral,0.816310703754425,Rdtor.,Nerdadur.,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia483_utt14.wav
surprise,negative,neutral,0.7273989319801331,"Yeah, is Sidney there?  Oh, this is?  Sidney's a woman.","Yeah, it's Sydney there. Oh, this is. Sydney's a woman. So she's a woman, so what?",0.9,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia483_utt15.wav
neutral,neutral,neutral,0.7496520280838013,"Well, you'll have to wait your turn.",But you'll have to wait your turn.,0.14285714285714285,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia484_utt0.wav
neutral,neutral,neutral,0.9349647760391235,"Well, how long do you think it'll be?",But how long do you take it on paper?,0.625,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia484_utt1.wav
neutral,neutral,neutral,0.8602983355522156,Any minute now.,any minute now.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia484_utt2.wav
joy,positive,neutral,0.5519707202911377,"Hey, this-  Heyy...","What that fifth date? Yeah. Yeah, I do. I, Johnny, take you, Charles, as my love for husband. Do you take Johnny? Oh, see, a Johnny love, Charlie. That's the difference. Grab a spoon. You know how long it's been since I've grabbed...",14.333333333333334,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia485_utt0.wav
neutral,neutral,neutral,0.623418927192688,Hey.,Hey.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt0.wav
neutral,neutral,neutral,0.7160577178001404,Hey! Any good mail?,Any good mail?,0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt1.wav
neutral,neutral,neutral,0.8928138017654419,"Yes, you got something from the Screen Actors Guild.",You got something from the screen actor's guild.,0.2222222222222222,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt2.wav
neutral,neutral,neutral,0.8375405669212341,"Ooh, its probably a residual check, hey can you open it for me, Im kinda.",It's probably residual check. Can you open a for me? I'm going to see.,0.6,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt3.wav
neutral,neutral,negative,0.8397700786590576,"""Benefits lapsed.""",benefits lapsed. That's weird.,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt4.wav
neutral,neutral,negative,0.6810173392295837,Hmm thats weird. I dont remember being in a move called benefits lapsed.,"benefits lapsed. Hmm, that's weird. I don't remember being in a movie called Benefits Lapsed.",0.38461538461538464,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt5.wav
neutral,neutral,negative,0.5164355039596558,"Okay, its not a check. Theyre saying your health insurance expired because, you didnt work enough last year.","Okay, there's a lot of check. They're saying your health insurance expired because you didn't work it off last year. Let me see that.",0.6666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt6.wav
surprise,negative,negative,0.6714593172073364,Let me see that!,You didn't work it off last year. Let me see that.,1.75,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt7.wav
neutral,neutral,neutral,0.5239052772521973,All right.,All right.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt8.wav
surprise,negative,negative,0.6640821695327759,"Oh, I cant believe this!",I can't believe this,0.4,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt9.wav
anger,negative,neutral,0.5606754422187805,This sucks!,The socks!,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt10.wav
fear,negative,negative,0.5311017632484436,"When I had insurance I could get hit by a bus or catch on fire, yknow?","and I had insurance, I could get hit by a bus or catch off fire, you know.",0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt11.wav
anger,negative,neutral,0.579430103302002,And it wouldnt matter.,But it wouldn't matter.,0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt12.wav
anger,negative,neutral,0.6720026731491089,Now I gotta be careful?,Now I gotta be careful.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt13.wav
sadness,negative,negative,0.9233062267303467,"Im sorry man, theres never a good time to  stop catching on fire.","I'm sorry man, there's never a good time to have to stop catching on fire.",0.3076923076923077,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt14.wav
sadness,negative,neutral,0.4529667794704437,"All right well, I guess I gotta go get a job. Im gonna go see my agent.","Oh, man. I guess I gotta go get a job. I'm gonna go see my engines.",0.29411764705882354,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt15.wav
neutral,neutral,neutral,0.8267893195152283,"Okay, make sure you look both ways before you cross the street.","Okay, make sure to look both way, four across the street.",0.4166666666666667,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia486_utt16.wav
surprise,positive,positive,0.9694832563400269,I can't believe Phoebe's gonna have her babies!,"And that's cute, really all-",1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia487_utt0.wav
joy,positive,positive,0.979181170463562,"I know, it's beautiful. Amazing.","Wow, it's beautiful and amazing.",0.6,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia488_utt0.wav
neutral,neutral,negative,0.7910878658294678,"I had to kiss Phoebe and Rachel every time I left a room, I mean it's too bad they didn't see us having sex.",I also can't believe I had to kiss Phoebe and Rachel every time I left the room. I mean it's too bad they didn't see us having sex.,0.20833333333333334,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia488_utt1.wav
neutral,neutral,neutral,0.5714256763458252,Do you know anything about women?,Do you know anything about women?,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia488_utt2.wav
neutral,neutral,neutral,0.5609907507896423,No.,No.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia488_utt3.wav
neutral,neutral,positive,0.5023532509803772,That's all right.,It's alright.,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia488_utt4.wav
neutral,neutral,neutral,0.5692520141601562,Okay.,Okay.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia488_utt5.wav
joy,positive,positive,0.8545006513595581,Remember when we went to Central Park and rented boats?.. That was fun.,Remember when we went to Central Park and rented boats? That was fun.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia489_utt0.wav
joy,positive,positive,0.6874628067016602,Yeah. He could row like a viking.,"Yeah, you could roll like a Viking.",0.2857142857142857,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia489_utt1.wav
neutral,neutral,neutral,0.60777747631073,Hi.,Bye.,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia489_utt2.wav
neutral,neutral,neutral,0.4834419786930084,Mmm.,Ohhh,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia489_utt3.wav
neutral,neutral,neutral,0.91688072681427,So how'd it go?,So how to go?,0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia489_utt4.wav
neutral,neutral,neutral,0.9257518649101257,"Oh, y'know..","You know, did he mention us?",3.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia490_utt0.wav
neutral,neutral,neutral,0.9257518649101257,Did he mention us?,"You know, did he mention us?",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia491_utt0.wav
sadness,negative,positive,0.6389232277870178,He said he's really gonna miss you guys.,He says he's really going to miss you guys.,0.375,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia491_utt1.wav
sadness,negative,negative,0.8227189183235168,"You had a rough day, huh.. c'mere.","You had a rough day huh? Yeah, no idea. Come here.",0.7142857142857143,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia491_utt2.wav
joy,positive,positive,0.9165806174278259,...love you.,Love you.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia492_utt0.wav
neutral,neutral,neutral,0.6553443670272827,Are you're hands still wet?,Your hands still wet?,0.4,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia492_utt1.wav
neutral,neutral,neutral,0.6792963743209839,"Uh, moist, yeah.",And voice.,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia492_utt2.wav
neutral,neutral,neutral,0.6404284834861755,Let's dry 'em again.,That's driving him.,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia492_utt3.wav
sadness,negative,positive,0.7027374505996704,Oh my God! Oh my God!!,"Oh my god, oh my god!",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia493_utt0.wav
surprise,positive,negative,0.5520272254943848,Still crying?,still crying.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia493_utt1.wav
neutral,neutral,neutral,0.6149147152900696,Like a,Like a little girl.,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia493_utt2.wav
neutral,neutral,negative,0.4784364402294159,"Yknow, I only know of two surefire ways to shut a man up. And one of them is sex.","You know, I only know of two surefire ways to shut a man up. And one of them is sex.",0.10526315789473684,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia493_utt3.wav
neutral,neutral,neutral,0.6747986078262329,Whats the other one?,What's the other one? I don't know.,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia493_utt4.wav
neutral,neutral,neutral,0.6388721466064453,"I dont know, Ive never had to use the other one.",What's the other one? I don't know. I've never had to use the other one.,0.5454545454545454,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia493_utt5.wav
neutral,neutral,neutral,0.7204121351242065,"Im just saying yknow, if were having sex, hes not gonna be talking.","What is saying, you know, if we're having sex, he's not gonna be talking.",0.46153846153846156,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia493_utt6.wav
joy,positive,positive,0.6622483134269714,Oh thats right.,"Ah, that's right.",0.6666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia493_utt7.wav
