emotion,sentiment,textual_sentiment_predicted,textual_sentiment_score,transcription_ground_truth,file_path
neutral,neutral,neutral,0.5609907507896423,No.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia446_utt19.wav
neutral,neutral,neutral,0.7724460363388062,"Okay, Im gonna go get Frank.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia447_utt0.wav
neutral,neutral,neutral,0.798000693321228,"So, were walking down the street and I turn to you and I say, Hey, lets go hang out at Totally Nude Nudes, remember?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia447_utt1.wav
joy,positive,negative,0.4781879782676697,"And then, and then, you turn to me and say, Nah, lets just hang out at your place. Well, that was a nice move dumb ass.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia447_utt2.wav
neutral,neutral,positive,0.47904297709465027,"Yeah, I think it was better when you guys were sad. Hey, uh, remember the roller blades?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia448_utt0.wav
anger,negative,positive,0.421725332736969,You know what else Im not gonna miss?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia448_utt1.wav
anger,negative,neutral,0.8379976749420166,"""Im Monica.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia448_utt2.wav
anger,negative,neutral,0.7788469791412354,I wash the toilet 17 times a day.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia448_utt3.wav
anger,negative,neutral,0.6828867793083191,"Even if people are on it!""",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia448_utt4.wav
anger,negative,negative,0.6462228894233704,"""Hi Im Rachel, is my sweater too tight? No? Oh, Id better wash it and shrink it!""",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia448_utt5.wav
anger,negative,negative,0.6092582941055298,"""Im Monica, I dont get phone messages from interesting people. Ever!""",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia448_utt6.wav
joy,positive,positive,0.5242272615432739,Hey! I call her!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia448_utt7.wav
anger,negative,negative,0.8712119460105896,"""Oh my God, I love Ross! I hate Ross! I love Ross! I hate Ross!""",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia448_utt8.wav
anger,negative,negative,0.8594903945922852,"""Oh my God, I cant find a boyfriend!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia448_utt9.wav
anger,negative,neutral,0.7652807831764221,"So I guess Ill just stumble across the hall and sleep with the first guy I find in there!""",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia448_utt10.wav
neutral,neutral,neutral,0.8111709952354431,"Yeah, we should get a move on if we wanna make those dinner reservations.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia448_utt11.wav
neutral,neutral,neutral,0.8582555055618286,"Item J437-A, color: winterberry.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia449_utt0.wav
neutral,neutral,neutral,0.7591169476509094,"Hi umm, listen come here, come in.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia449_utt1.wav
sadness,negative,negative,0.9038687348365784,Im so-so sorry about yesterday.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia449_utt2.wav
sadness,negative,negative,0.8170866370201111,I-Im really sorry.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia449_utt3.wav
joy,positive,neutral,0.7439166307449341,Its just that I,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia449_utt4.wav
neutral,neutral,neutral,0.6053484082221985,"Listen Ross, you dont have to apologize. I understand why you were there.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia449_utt5.wav
surprise,positive,neutral,0.806044340133667,You do?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia449_utt6.wav
sadness,negative,neutral,0.5268191695213318,"Yeah, you still have feelings for me.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia449_utt7.wav
joy,positive,positive,0.5691448450088501,"And-and to be honest, I-I still have feelings for you.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia449_utt8.wav
sadness,negative,negative,0.787234365940094,"And I wish that we can work it out Ross, but we cant.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia449_utt9.wav
sadness,negative,negative,0.8504381775856018,"Its too complicated with you and Rachel and the baby, I-I just It just wasnt meant to be.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia449_utt10.wav
joy,positive,positive,0.5376092195510864,Oh God youre right.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia449_utt11.wav
sadness,negative,positive,0.5533341765403748,"Ross, wewe have to be strong. Okay, I-Im gonna go.  Can I? To remember you?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia449_utt12.wav
neutral,neutral,neutral,0.5609907507896423,No.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia449_utt13.wav
neutral,neutral,neutral,0.4823371469974518,"Im telling you, if you want to take care of that thing, you should go to my herbal guy.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt0.wav
neutral,neutral,negative,0.6931708455085754,"Thank you, but I want to remove it Pheebs. I dont want to make it savory.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt1.wav
neutral,neutral,neutral,0.6536585092544556,"Y'know when girls sleep with guys with weird things on their body, they tell their friends about it.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt2.wav
neutral,neutral,neutral,0.5319389700889587,Gimme this.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt3.wav
neutral,neutral,positive,0.48548635840415955,"Hi! Okay, dont be mad at me, but I couldnt resist.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt4.wav
surprise,positive,neutral,0.9169431924819946,Brides magazines?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt5.wav
neutral,neutral,positive,0.4194648861885071,"Yes, and I know that youd say no if he asked you, but Im sorry; how great would you look walking down the aisle in this Donna Carin.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt6.wav
sadness,negative,positive,0.8436709642410278,"Oh, you so would! Oh, you should get that anyway.  Like for clubbing.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt7.wav
surprise,positive,neutral,0.5506991744041443,"It is so weird, I know what I said, but uh, this morning, I was lying in bed I was, I was imagining what it would be like to say yes.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt8.wav
joy,positive,negative,0.7264195084571838,"I know its a little sudden, and its a little rushed, and its totally not like me to do something like this, but that doesnt mean I cant.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt9.wav
joy,positive,neutral,0.8322190046310425,Right?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt10.wav
joy,positive,positive,0.9650099873542786,"I mean Im-Im crazy about Pete, and I know that we want the same things, and when I thought about saying yes, it made me really happy.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt11.wav
surprise,positive,neutral,0.36797335743904114,Oh my God.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt12.wav
neutral,neutral,positive,0.5481144785881042,I know.  I need more pie.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt13.wav
neutral,neutral,neutral,0.9216639399528503,"Hey Mon umm, if you do get married, can I bring two guests?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt14.wav
surprise,negative,neutral,0.6747942566871643,You didnt break up with that fireman?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt15.wav
neutral,neutral,neutral,0.740993857383728,"No, that was my way of telling you.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt16.wav
neutral,neutral,negative,0.6222932934761047,"Well, it turns out hes incredibly sensitive, he keeps a journal and he paints.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt17.wav
neutral,neutral,neutral,0.595982015132904,He even showed me charcoal drawings that he drew of me.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt18.wav
surprise,positive,positive,0.8988041281700134,Wow!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt19.wav
neutral,neutral,neutral,0.6588935852050781,"Yeah, well hed prefer water colors, but y'know, he has easy access to a lot of charcoal.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt20.wav
neutral,neutral,neutral,0.6454902291297913,"So then, are you going to dump Jason?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt21.wav
neutral,neutral,neutral,0.6549676060676575,"Well, yeah, because I have to break up with someone, and Okay so Jason is sensitive,  but now sos Vince  Plus, Vince has the body y'know?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt22.wav
neutral,neutral,neutral,0.7088977694511414,So Its really just about the math.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia450_utt23.wav
neutral,neutral,neutral,0.8521397113800049,"Ok, so it's a tie again, 41 to 41.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia451_utt0.wav
anger,negative,negative,0.5442428588867188,"Ok, look! Enough is enough!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia451_utt1.wav
joy,positive,neutral,0.5691556930541992,"No, I have just to have two more points to beat him!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia451_utt2.wav
neutral,neutral,neutral,0.7597151398658752,"Monica, that was also true an",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia451_utt3.wav
anger,negative,neutral,0.48217153549194336,I can't just walk away! I've put in four hours!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia451_utt4.wav
neutral,neutral,neutral,0.6758343577384949,You knew this about me when you married me!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia451_utt5.wav
neutral,neutral,neutral,0.6598959565162659,You agreed to take me in sickness and in health.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia451_utt6.wav
anger,negative,negative,0.8936264514923096,"Well, this is my sickness!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia451_utt7.wav
neutral,neutral,neutral,0.46610358357429504,"Oh yeah-yeah, the lobster.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia452_utt0.wav
neutral,neutral,negative,0.7794309258460999,"Yeah, I mean I was up sick all night.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia452_utt1.wav
neutral,neutral,neutral,0.4450027048587799,"Yeah me too, all night.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia452_utt2.wav
surprise,positive,negative,0.6315020322799683,Really?! How come we didnt cross paths?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia452_utt3.wav
neutral,neutral,neutral,0.559227466583252,"Yeah well thats because uhI stayed in my room. Yeah, you dont want to look in my hamper.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia452_utt4.wav
surprise,negative,negative,0.8442808389663696,I cant believe there is a naked hooker in there!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia453_utt0.wav
surprise,positive,neutral,0.7800804972648621,Wait! Wait! Maybe shes a hooker,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia453_utt1.wav
neutral,neutral,negative,0.6295003890991211,"Yeah, okay lets leave these two alone.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia454_utt0.wav
disgust,negative,negative,0.8432554006576538,"No! I do not care what my hormones are doing, I am not going to just do it with some random guy!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia454_utt1.wav
anger,negative,positive,0.9566783308982849,Fine! Then you tell Roger because he was really looking forward to this!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia454_utt2.wav
neutral,neutral,neutral,0.649108350276947,So.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt0.wav
neutral,neutral,neutral,0.649108350276947,So.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt1.wav
neutral,neutral,neutral,0.7150124907493591,I just thought the two of us should hang out for a bit.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt2.wav
neutral,neutral,neutral,0.5878692269325256,"I mean, you know, we've never really talked.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt3.wav
neutral,neutral,neutral,0.8520046472549438,"I guess you'd know that, being one of the two of us, though, right?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt4.wav
fear,negative,negative,0.8471198081970215,"I know, I probably shouldn't even tell you this, but I'm pretty much totally intimidated by you.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt5.wav
surprise,positive,neutral,0.7808067798614502,Really? Me?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt6.wav
surprise,positive,negative,0.7918388843536377,"Oh my god, are you kidding?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt7.wav
anger,negative,negative,0.6423143148422241,"Ross is so crazy about you, and I really wanted you to like me, and, it's probably me being totally paranoid, but I kinda got the feeling that maybe you don't.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt8.wav
neutral,neutral,neutral,0.6888128519058228,"Well, you're not totally paranoid.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt9.wav
joy,positive,neutral,0.6814355850219727,Oy.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt10.wav
sadness,negative,negative,0.3478848934173584,"Um, ok, uh, oh god, um, when you and uh Ross first started going out, it was really hard for me, um, for many reasons, which I'm not gonna bore you with now, but um, I just, I see how happy he is, you know, and how good you guys are together, and um, Monica's always saying how nice you are, and god I hate it when she's right.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt11.wav
neutral,neutral,positive,0.7318135499954224,"Thanks. Hey, listen, would you like to go to a movie sometime or something?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt12.wav
joy,positive,positive,0.984900712966919,"Yeah, that'd be great. I'd love it.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt13.wav
neutral,neutral,positive,0.9455047249794006,"I'd love it too. Shoot, I gotta go. So, I'll talk to you later.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt14.wav
neutral,neutral,neutral,0.6551997661590576,"All right, Julie.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt15.wav
neutral,neutral,neutral,0.60777747631073,Bye.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt16.wav
disgust,negative,negative,0.9411690831184387,Bye.  What a manipulative bitch.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia455_utt17.wav
joy,positive,positive,0.9331908822059631,"Chandler, I found the perfect ring.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia456_utt0.wav
neutral,neutral,positive,0.950055718421936,"Oh, thats uh, thats pretty nice but Im gonna go with the one I picked first.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia456_utt1.wav
anger,negative,negative,0.8701148629188538,"Oh my God Chandler, the one you picked is gone. Its over!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia456_utt2.wav
surprise,negative,neutral,0.6546458005905151,What?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia456_utt3.wav
sadness,negative,negative,0.9270368218421936,Some guy bought it. Im sorry. I tired to stop it but they  put me in jail!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia456_utt4.wav
surprise,negative,neutral,0.5071260333061218,They put you in jail?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia456_utt5.wav
anger,negative,neutral,0.6596071124076843,The little jail between the doors!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia456_utt6.wav
anger,negative,neutral,0.7005375027656555,"Phoebe, I asked you to guard the ring!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia456_utt7.wav
anger,negative,positive,0.5435938239097595,"I know, Im sorry! But yknow, this ring is better! Monica never even saw the other ring.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia456_utt8.wav
sadness,negative,positive,0.660252034664154,Yeah but when he proposed to me with the ring I got goose bumps.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia456_utt9.wav
neutral,neutral,neutral,0.7378858923912048,Maybe it was the guy.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia456_utt10.wav
anger,negative,positive,0.5007228851318359,It was the ring!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia456_utt11.wav
neutral,neutral,neutral,0.817615807056427,"No, not that, I mean, what about you and Mindy?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia457_utt0.wav
neutral,neutral,neutral,0.715274453163147,"Well, if you want, I'll justI'll just break it off with her.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia457_utt1.wav
anger,negative,negative,0.912193775177002,"No. No-no-no-no, no. I mean, don't do that. Not, I mean not for me.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia457_utt2.wav
neutral,neutral,neutral,0.8025522828102112,"Dr. Farber, Bobby Rush is here for his adjustment.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia457_utt3.wav
neutral,neutral,positive,0.9372725486755371,"Thanks, Bernice.  Let's go away this weekend.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia457_utt4.wav
surprise,positive,positive,0.5303829908370972,"Oh, Barry..! Come on, this is all way too..",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia457_utt5.wav
joy,positive,positive,0.863422691822052,"We can, we can go to Aruba!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia457_utt6.wav
sadness,negative,positive,0.9659586548805237,"When I went there on what would have been our honeymoon, it was, uh... it was really nice.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia457_utt7.wav
sadness,negative,positive,0.8029746413230896,You would've liked it.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia457_utt8.wav
neutral,neutral,neutral,0.7416290044784546,I had a bra.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia457_utt9.wav
neutral,neutral,neutral,0.675839900970459,"Hey, Dr. Farber.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia457_utt10.wav
neutral,neutral,positive,0.9563754200935364,"All right Miss Green, everything looks fine... Yep, I think we're starting to see some real progress here.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia457_utt11.wav
surprise,negative,neutral,0.5837134718894958,What?!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia457_utt12.wav
fear,negative,neutral,0.53400057554245,"I'm twelve, I'm not stupid.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia457_utt13.wav
surprise,negative,negative,0.4166354537010193,Oh my God! What does,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia458_utt0.wav
neutral,neutral,neutral,0.5377642512321472,Oh that's an eye removal machine.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia459_utt0.wav
anger,negative,neutral,0.473827600479126,"All right, I'm outta here!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia459_utt1.wav
joy,positive,positive,0.45840829610824585,I'm kidding! I'm kidding!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia459_utt2.wav
anger,negative,neutral,0.823221743106842,So were done then!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia459_utt3.wav
neutral,neutral,positive,0.7056009769439697,"Almost! But first, we gotta start.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia459_utt4.wav
neutral,neutral,negative,0.5778242349624634,This is a glaucoma test.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia459_utt5.wav
neutral,neutral,neutral,0.8124647736549377,Uh-huh.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia459_utt6.wav
neutral,neutral,neutral,0.696433424949646,Sit down.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia459_utt7.wav
neutral,neutral,neutral,0.5692520141601562,Okay.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia459_utt8.wav
neutral,neutral,neutral,0.7824684381484985,"But your chin here.  Now, you'll feel a small puff of air in each eye.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia459_utt9.wav
surprise,negative,neutral,0.5837134718894958,What?!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia459_utt10.wav
anger,negative,neutral,0.5714274644851685,"A small puff of air, now come on!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia459_utt11.wav
fear,negative,negative,0.7487952709197998,"Sure, now Im scared.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia460_utt0.wav
neutral,neutral,neutral,0.6570506691932678,"No, we can go together! Just dont wait too long though, okay? Cause Im outta here sometime before Friday.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia460_utt1.wav
fear,negative,negative,0.46700385212898254,"Yeah, but I dont wanna die!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia460_utt2.wav
joy,positive,positive,0.7950752377510071,"No-no, itll be fun! We can come back and we can haunt these guys!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia460_utt3.wav
neutral,neutral,neutral,0.8892031908035278,"Um, Chandler, Ross, this is Robert.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia461_utt0.wav
neutral,neutral,neutral,0.5060411095619202,"Oh, hey.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia461_utt1.wav
neutral,neutral,neutral,0.5704938173294067,Hi.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia461_utt2.wav
neutral,neutral,positive,0.557457685470581,"Youve have lipstick right here . Thats okay, its mine, we just kissed.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia461_utt3.wav
surprise,positive,positive,0.7106263041496277,Hey!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia462_utt0.wav
surprise,positive,positive,0.7106263041496277,Hey!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia462_utt1.wav
neutral,neutral,neutral,0.7157860994338989,No. Y'know how were always saying we need a place for the mail.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia462_utt3.wav
neutral,neutral,neutral,0.7369253635406494,"Well, I started building one. But then I decided to take it to the next step.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia462_utt5.wav
surprise,negative,neutral,0.9135355949401855,Youre building a post office?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia462_utt6.wav
neutral,neutral,neutral,0.7925242781639099,"No, an entertainment unit, with a mail cubby built right in. Its a one day job, max.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia462_utt7.wav
surprise,negative,positive,0.8498775362968445,Okay.  My word! Those are snug.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia462_utt8.wav
