emotion,sentiment,textual_sentiment_predicted,textual_sentiment_score,transcription_ground_truth,transcription_ASR,file_path
surprise,negative,negative,0.8229401111602783,"Oh, what? What-what?","Oh, what? What's wrong?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia511_utt3.wav
neutral,neutral,neutral,0.9343417286872864,Y'know Marcel?,You know Marcel?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia511_utt4.wav
neutral,neutral,neutral,0.7445680499076843,...Yeah?,"Yeah. Well, I...",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia511_utt5.wav
sadness,negative,negative,0.737582802772522,"Well, I kind of... I kind of lost him.","Yeah? Well, I kind of lost him.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia511_utt6.wav
joy,positive,neutral,0.527946412563324,Hi!,Bye!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia512_utt1.wav
neutral,neutral,neutral,0.8510667085647583,How are ya?,How are you?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia512_utt2.wav
neutral,neutral,neutral,0.7569418549537659,"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guys cell phone?","Um, Finn, remember when we were in the coffee house, we decided that I was gonna keep the cute guy's cell phone.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia512_utt4.wav
neutral,neutral,neutral,0.7542650103569031,Yeah.,"Yeah, and remember how I said I was gonna keep it in my purse.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia512_utt5.wav
neutral,neutral,neutral,0.8553860187530518,And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?,"so that if it rang, it could just pick it up.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia512_utt6.wav
joy,positive,positive,0.48171332478523254,Yeah!,Yeah,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia512_utt7.wav
anger,negative,neutral,0.6650901436805725,And do you remember going into my purse and stealing the phone?!,And then do you remember going into my purse and stealing the phone?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia512_utt8.wav
fear,negative,negative,0.7758975625038147,"Ooh, now you lost me.",Now you lost me.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia512_utt9.wav
anger,negative,negative,0.5038288831710815,You stole the phone!,You stole the phone.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia512_utt10.wav
anger,negative,neutral,0.6772032976150513,No I didnt!,"No, I didn't.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia512_utt11.wav
anger,negative,negative,0.57157963514328,"No? So youre saying that if I called it, it wouldnt ring?","No, so you're saying that if I called it, it wouldn't ring?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia512_utt12.wav
fear,negative,neutral,0.6577745676040649,"No. Umm, okay. But while you dial, let me show you the features of my new ringing handbag.  Oh, it does work!","No. Okay. But while you dial, let me show you the features of my new bringing handbag.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia512_utt13.wav
anger,negative,neutral,0.8522170186042786,Phoebe!,C.B. That is a different phone.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia512_utt14.wav
neutral,neutral,neutral,0.6389413475990295,Its not here.,Not here,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia513_utt0.wav
neutral,neutral,neutral,0.7336254119873047,"Puzzler. A bit of a puzzle. Why dont you um, check the copy room, maybe you left the contracts in there?",Puzzler. LAUGHTER Bit of a puzzle. Why don't you check the coffee room? Maybe you left the contracts in the...,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia513_utt1.wav
neutral,neutral,negative,0.7431623935699463,How could I have left them in the copy room?,"How could I have left them in the copter room? I don't know, Ter.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia513_utt2.wav
anger,negative,negative,0.7217734456062317,I dont know Tag! How can your genitals make phone calls? Okay? Its not a perfect world! Just go please.,"How can your genitals make phone calls? Okay, it's not a perfect world. Just go, please. Five. Thank you.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia513_utt3.wav
anger,negative,neutral,0.4764177203178406,Fine.,Bye. Thank you.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia513_utt4.wav
joy,positive,positive,0.88104647397995,How ya doin'? Welcome. Good to see ya!,"Hey, everyone, welcome to the sea.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia514_utt0.wav
neutral,neutral,negative,0.9025997519493103,This will be your phone.,This will be your fault.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia514_utt1.wav
neutral,neutral,positive,0.519019365310669,"That's great. But uh, I'm not really expecting a lot of calls.","That's great, but I'm not really expecting a lot of calls.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia514_utt2.wav
neutral,neutral,neutral,0.7941614389419556,No you answer it and take pledges.,"No, you answer it and take pledges.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia514_utt3.wav
surprise,negative,neutral,0.8158307075500488,But I'm the host!,but I'm the host.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia514_utt4.wav
neutral,neutral,neutral,0.7150942087173462,"No, Gary Collins is the host. You'll be answering the phones.","No, Gary Collins is the host you'll be answering the phone.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia514_utt5.wav
neutral,neutral,neutral,0.7656581997871399,"You don't seem to understand. See, I was Dr. Drake Remoray.","You don't seem to understand, see. I was Dr. Drake Ramore.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia514_utt6.wav
neutral,neutral,positive,0.9705078601837158,"Well, here's your phone doctor.","Wow, good your phone, doctor.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia514_utt7.wav
neutral,neutral,positive,0.5179348587989807,Hey guys.,Hey guys.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia515_utt0.wav
surprise,negative,neutral,0.7379615306854248,Hey Gunther. Hi.  I mean youre going out on a date with the noisy guy upstairs?,"Hey guys. Hey Gunther. Hi. I mean, you're going out on a date with the noisy guy upstairs?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia515_utt1.wav
neutral,neutral,positive,0.964309573173523,"Well, hes very charming.",He's very charming. I know he's too charming.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia515_utt2.wav
disgust,negative,negative,0.8460826277732849,"I know, hes too charming, but if you two start going out, then its just gonna make it so much harder for me to hate him.","But if you two start going out, then it's just gonna make it so much harder for me to hate them.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia515_utt3.wav
neutral,neutral,neutral,0.587375283241272,"Well, youre just gonna have to try.",you're just going to have to try.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia515_utt4.wav
neutral,neutral,neutral,0.7767380475997925,"Joey, where are the","Alright, Joey, where are the jello shots?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia515_utt5.wav
neutral,neutral,neutral,0.7423203587532043,"I dont know, Chandler is supposed to be passin em around...","I don't know, Chandler's supposed to be past them.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia515_utt6.wav
anger,negative,neutral,0.7264891862869263,"Okay, ten blocks down. Five to go.","Okay, 10 blocks down. It's a pipe to go.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia516_utt0.wav
joy,positive,negative,0.48846688866615295,Oh wait! Stop! Stop! Stop!,"Wait, stop, stop! Oh, sorry. Do you need a break?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia516_utt1.wav
joy,positive,positive,0.5187424421310425,My boots in tan! Hey! Can you get a little closer so I can see the price?,"My boots in tan! Hey, can you give it a little closer so I can see the price?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia516_utt3.wav
joy,positive,negative,0.8028539419174194,I can see it from right here. Itll cost you one husband.,I can see it from right here. It'll cost you one husband.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia516_utt4.wav
sadness,negative,neutral,0.47891101241111755,"Okay, Im sorry. I think I can walk the rest of the way now. Just-just give me my boots.","Okay, I'm sorry. I think I can walk the rest of the way now. Just give me my boots. I don't have your boots. Well, I don't have them either. Where are they? Well, why don't you check in one of my saddlebags?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia516_utt5.wav
anger,negative,neutral,0.5655456781387329,Come on more!,Come on more.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia517_utt0.wav
joy,positive,positive,0.4386729598045349,Oh God!,Oh god!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia517_utt1.wav
neutral,neutral,neutral,0.7396982312202454,"Yeah, you like that dont you?","How you like that, don't you?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia517_utt2.wav
joy,positive,negative,0.9281451106071472,Oh yeah right there!,This is hell right there.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia517_utt3.wav
joy,positive,neutral,0.6712439060211182,You want it there? You take it there baby!,"You want it there? You take it there, baby.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia517_utt4.wav
sadness,negative,neutral,0.5998099446296692,Uh Phoebe?,"TV? Yeah, say my name, say it.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia517_utt5.wav
joy,positive,negative,0.7807459831237793,"Yeah, say my name. Say it!  And now Im going to cover you back up, and umm were never doing this again.","Phoebe? Yeah, say my name, say it. Oh. Oh. And now I'm going to cover you back up. And I won't be speaking with you for several weeks.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia517_utt6.wav
anger,negative,positive,0.7586268782615662,Happy?! Is that what Im supposed to be Vic? Happy?,"Happy? Is that what I'm supposed to be, Vic? Happy?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia518_utt0.wav
anger,negative,negative,0.5706978440284729,"Well, why dont you tell me what youre supposed to be!","Well, why don't you tell me what you're supposed to be, huh?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia518_utt1.wav
neutral,neutral,neutral,0.7188020348548889,Huh?,哈,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia518_utt2.wav
anger,negative,negative,0.853633463382721,Because I sure as hell cant figure it out!,because I sure as hell can't figure it out.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia518_utt3.wav
neutral,neutral,neutral,0.6174963712692261,I talk to you and its nothin.,I talk to you and it's nothing.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia518_utt4.wav
neutral,neutral,neutral,0.5763609409332275,"You look at me, and nothin.",You look at me and nothing.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia518_utt5.wav
neutral,neutral,neutral,0.5651735663414001,Nothing.,Nothing.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia518_utt6.wav
joy,positive,positive,0.9618843793869019,"You guys make me fly! High! Okay, were gonna pick it up here, tomorrow.","You guys make me fly. LAUGHTER Hi. OK, we're going to pick it up here tomorrow.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia518_utt7.wav
neutral,neutral,positive,0.9068847894668579,"Well, that was ah...","Well, that was uh... Better?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia518_utt8.wav
surprise,negative,neutral,0.5348551869392395,What?! What are you doing?!,"Oh, come on. What are you doing?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia519_utt0.wav
anger,negative,neutral,0.8832250237464905,Do you know what just happened?,Do you know what just happened?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia519_utt1.wav
neutral,neutral,neutral,0.7204643487930298,Yeah. We-we had sex and then we fell asleep.,"Yeah, we had sex and we fell asleep.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia519_utt2.wav
neutral,neutral,neutral,0.8241336345672607,No. We were in the middle of sexand,"No, we were in the middle of sex.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia519_utt3.wav
joy,positive,positive,0.9205028414726257,"Nooo! No, thats not true. No, best time ever! Yeah, you rocked my world!","No. Well, that's not true. No, best time ever. Yeah. You rock my world.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia519_utt4.wav
neutral,neutral,neutral,0.6036123037338257,"Don't worry, Chandler, it's not a globe of the United States.","more of each other, it's not a globally United States.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia520_utt0.wav
neutral,neutral,positive,0.5516949892044067,Hey you guys I'm gonna go out and take a walk.,Hey you guys I'm gonna go out take a walk.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia520_utt1.wav
surprise,negative,neutral,0.8558604121208191,"Phoebe, why is your bag moving?",Maybe what? Why is your bag moving?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia520_utt2.wav
neutral,neutral,neutral,0.5645876526832581,"Oh, it's not!","Oh, it's not.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia520_utt3.wav
surprise,negative,positive,0.6903606653213501,"Seriously, it's moving!","Seriously, it's moving.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia520_utt4.wav
surprise,negative,neutral,0.7016629576683044,What the hell is in there?,"What else in there? It's just my living, that's all.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia520_utt5.wav
neutral,neutral,negative,0.5334386825561523,It's just my knitting that's all!  Yes! I knit this. I'm very good.,"What the hell's in there? It's just my knitting, that's off. Yes, I knit this. I'm very good.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia520_utt6.wav
neutral,neutral,negative,0.6535089612007141,There will come a time in each of your careers when youll have a chance to screw over another soap opera actor.,There will come a time in each of your careers when you'll have a chance to screw over another soap opera actor.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia521_utt0.wav
neutral,neutral,positive,0.8573414087295532,"I had such an opportunity in the recent, present.",I had such an opportunity in the recent present.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia521_utt1.wav
sadness,negative,negative,0.8786489367485046,"And Im ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.",And I'm ashamed to say that I took it. I advised the fellow actor to play a role.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia521_utt2.wav
anger,negative,neutral,0.7966508865356445,"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.","Yeah. We both audition for the part, and as it turned out...",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia521_utt3.wav
sadness,negative,neutral,0.9271358847618103,"And now, hes got a two year contract opposite Susan Luchhi, the first lady of daytime television, and me, me Im stuck here teaching a bunch of people, most of whom are too ugly to even be on TV.","Now, he's got a two-year contract opposite. Susan Woocci.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia521_utt4.wav
sadness,negative,negative,0.7725735306739807,"Im sorry, Im sorry, Im sorry.","I'm sorry, I'm sorry, I'm sorry.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia521_utt5.wav
neutral,neutral,positive,0.8344851732254028,Thank you.,Thank you.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia521_utt6.wav
surprise,positive,positive,0.9382080435752869,Rach?,Great!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia522_utt0.wav
neutral,neutral,neutral,0.8094662427902222,Ill be out in a second.,I'll be on the second.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia522_utt1.wav
joy,positive,positive,0.9747198820114136,Oh.  Its just so unexpected! II uhBoy Ill tell you its just such an honor to be nominated for a,"It's just so unexpected, I... LAUGHTER But I'll tell you, it's just such an honor to just be nominated for a Nobel Prize.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia522_utt2.wav
neutral,neutral,neutral,0.8719128370285034,"Honey, we have to go. Our reservations are at 8:00.",We have to go our reservations are at eight. In reservations at eight. By me it's Simon.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia522_utt3.wav
neutral,neutral,positive,0.942780077457428,in Reservations at 8:00 by Neil Simon.  Thank-thank you Neil. Thank you for the words.,"reservations at eight. By Neil Simon. Thank you, Neil. Thank you for the words.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia522_utt4.wav
neutral,neutral,neutral,0.5679208040237427,"Okay honey, you can finish this later were gonna be late. We gotta go.","Okay, now you can finish this later. We're gonna be late. We gotta go.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia522_utt5.wav
joy,positive,neutral,0.8019593358039856,"Please, dont play the music. Just uh one more.",I'm playing the music.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia522_utt6.wav
surprise,negative,negative,0.7580074667930603,I can't believe you don't want to know.,"I can't believe you don't want to know. I mean, I could not...",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt0.wav
joy,positive,neutral,0.8877978920936584,"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....","I mean, if the doctor knows and carol knows and Susan...",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt1.wav
surprise,positive,negative,0.6384854912757874,"Wha, heh, how could you know, I don't even know!",How could you know I don't even know?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt3.wav
neutral,neutral,neutral,0.6382623314857483,"Carol called me to thank me for the lasagna, I asked, she told me.",Carol called me to thank me for the lasagna. I asked you to tell me.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt4.wav
joy,positive,neutral,0.9252317547798157,So what's it gonna be?,So what's it gonna be?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt5.wav
anger,negative,positive,0.8114069104194641,"Waitohheyhuh, oh great now he knows, and I don't know!",Huh! I'm great now he knows and I don't know.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt6.wav
joy,positive,positive,0.7471442222595215,"I'm sorry, I'm just excited about being an aunt!",I'm sorry I'm just excited about being an aunt!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt7.wav
neutral,neutral,neutral,0.8951267004013062,Or an uncle...,Or an uncle?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt8.wav
joy,positive,positive,0.8417070508003235,Hey Phoebe!,"Hey, Phoebe!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt9.wav
joy,positive,neutral,0.5515458583831787,Pheebs!,Bye bye!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt11.wav
anger,negative,positive,0.7512950301170349,Fine!,Fine!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt12.wav
neutral,neutral,negative,0.7042816281318665,"Phoebe, what's the matter?",Maybe it was the matter. Nothing. I'm sorry.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt13.wav
sadness,negative,neutral,0.4682731032371521,"Nothing, I'm sorry, I'm just, I'm out of sorts.",I'm just I'm out of sorts. Hey can we get some cappuccino over here? Oh right that's me!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt14.wav
surprise,positive,neutral,0.504996657371521,"Oh, right, that's me!","Oh, right, that's me.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt15.wav
neutral,neutral,neutral,0.891047477722168,"Hey, Chandler, that table place closes at 7, come on.","Hey, Chandler, that table place closed at 7.5.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt16.wav
neutral,neutral,positive,0.47054609656333923,Fine.,Fine.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt17.wav
neutral,neutral,neutral,0.7921581864356995,"Phoebe, what is it?",What is it?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt18.wav
neutral,neutral,neutral,0.718887209892273,"I'm familiar with his work, yes...","You know, Paulo? I'm familiar with his work yet.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt20.wav
anger,negative,neutral,0.8523434996604919,"Well, he made a move on me.",He made a move on me.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt21.wav
surprise,positive,neutral,0.7224465608596802,"Whoa, store will be open tomorrow!","Well, start of the open the mouth.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt22.wav
joy,positive,neutral,0.8308223485946655,"More coffee over here, please!",We'll call it the over here for this.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia523_utt23.wav
neutral,neutral,positive,0.7302912473678589,Hey.,Thanks.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt0.wav
surprise,positive,neutral,0.9304923415184021,"Hey. What, what are you doing here?","Hey, what are you doing here?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt1.wav
sadness,negative,neutral,0.5018966794013977,"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental.","Well, I thought a lot about what you said and I realized, maybe I was a little judgmental.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt2.wav
neutral,neutral,neutral,0.6067199110984802,"Yeah,  oh, but oh...","Yeah, oh, but oh.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt3.wav
neutral,neutral,positive,0.5049158930778503,"Look now, Phoebe remember, hey, their just fulfilling their Christmas....","I'll talk about the baby, remember, hey, they're just fulfilling their Christmas...",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt4.wav
neutral,neutral,neutral,0.822780966758728,Destiny.,Guest a thousand....,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt5.wav
neutral,neutral,neutral,0.665316104888916,Sure.,sure.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt6.wav
neutral,neutral,neutral,0.5811464786529541,Yes.,Yes.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt7.wav
neutral,neutral,neutral,0.5692523121833801,All right.,Okay.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt8.wav
surprise,negative,negative,0.8639515042304993,Okay.  Yikes! That one doesnt look very fulfilled.,"Yikes, that one doesn't look very fulfilled.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt9.wav
neutral,neutral,neutral,0.8387296795845032,"Oh, thats, thats ah, one of the old ones, hes just taking it to the back.","Oh, that's one of the old ones. He's just taking it to the back.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt10.wav
anger,negative,negative,0.614789605140686,"You keep the old ones in the back, that is so ageist.",You keep the old ones in the back? That is so agist.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt11.wav
neutral,neutral,neutral,0.7686222791671753,Well we have to make room for the fresh ones.,Now we have to make room for the fresh ones.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt12.wav
sadness,negative,neutral,0.9126176238059998,"So, what happens to the old guys?",So what happens to the old guys?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt13.wav
neutral,neutral,neutral,0.6763401627540588,"Well, they go into the chipper.",Let's take our one of the chipper.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt14.wav
fear,negative,negative,0.7594295144081116,"Why, do I have a feeling thats not as happy as it sounds?  No! Nooooo!!!",Why would I have a feeling that's not as happy as it sounds? No!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt15.wav
surprise,negative,neutral,0.5223032832145691,Hey! Hey!!,"Hey, hey, hey.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia524_utt16.wav
neutral,neutral,neutral,0.7987844347953796,Light still out?,Light still out.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia525_utt0.wav
